group	marker	posi	group_Americain	posi_physique
7B	Cluster_13807|Contig1|original@490	141.9	7B	221346392
4B	Cluster_13810|Contig1|complementarySeq@608	89.2	4B	208057936
3A	Cluster_1383|Contig2|original@3043	111.4	3B	549807083
2B	Cluster_13838|Contig1|likelySeq@540	156	2B	98053571
3B	Cluster_1384|Contig1|original@2574	1	NA	NA
3B	Cluster_1384|Contig12|original@1474	1.20000000000005	NA	NA
3B	Cluster_1384|Contig7|original@3101	1.20000000000005	NA	NA
5A	Cluster_1385|Contig9|original@364	82	NA	NA
3B	Cluster_13857|Contig1|likelySeq@1433	175.5	3B	649036524
1A	Cluster_1386|Contig2|original@880	1.29999999999998	1A	151839
6B	Cluster_1386|Contig3|original@617	72.1	6B	24827758
1B	Cluster_1386|Contig4|original@440	0.4	NA	NA
7B	Cluster_13866|Contig2|original@785	106.8	7B	176029359
2B	Cluster_13870|Contig2|likelySeq@1008	266.2	2B	335044534
6A	Cluster_13877|Contig9|original@303	16.8	6A	5486402
1B	Cluster_13887|Contig1|original@320	77.9	1A	56223382
2A	Cluster_13888|Contig2|complementarySeq@343	59	2A	16583622
4B	Cluster_139|Contig1|original@2047	66.6	4A	156185572
4A	Cluster_139|Contig12|original@1047	96.8	4A	156185572
4A	Cluster_139|Contig2|original@2444	96.8	4A	156185572
1B	Cluster_1390|Contig1|original@350	84.4	1B	168218994
2B	Cluster_13900|Contig1|original@401	33.3	2B	6465519
2A	Cluster_13900|Contig2|original@528	13.2	2B	6465519
4A	Cluster_13909|Contig1|original@1408	59.3	4B	250001668
4A	Cluster_13909|Contig2|original@253	59.3	NA	NA
2B	Cluster_1391|Contig1|original@2706	279.3	2B	342137448
2B	Cluster_1391|Contig2|original@1578	282.4	2B	342137448
2B	Cluster_1391|Contig3|original@1309	282.4	NA	NA
3B	Cluster_13912|Contig1|original@144	244.9	3A	181057070
3B	Cluster_13912|Contig2|likelySeq@1918	245.2	3B	750796125
1B	Cluster_13919|Contig1|original@1012	65.6	NA	NA
1B	Cluster_13919|Contig2|original@800	65.6	NA	NA
1B	Cluster_13919|Contig4|original@152	65.6	NA	NA
7A	Cluster_13930|Contig2|original@227	70.9	7A	18794299
2A	Cluster_13934|Contig1|original@161	59	2A	17287273
1B	Cluster_1394|Contig1|original@357	177.8	NA	NA
1B	Cluster_1394|Contig1|original@303	178.5	NA	NA
3B	Cluster_13946|Contig1|original@472	204.8	3B	718746320
1B	Cluster_13948|Contig3|likelySeq@782	77.2	1B	186142105
4B	Cluster_1395|Contig1|original@226	113.9	4B	255330665
4A	Cluster_1395|Contig2|complementarySeq@3160	59.3	4A	111471395
2A	Cluster_13952|Contig2|complementarySeq@1067	204.3	2A	221969353
3B	Cluster_13960|Contig1|original@836	79.7	3B	74857196
6A	Cluster_13962|Contig2|original@388	115.5	6A	185834784
3B	Cluster_13970|Contig2|original@273	145.4	3B	553954679
3B	Cluster_13970|Contig2|original@323	145.4	3B	553954679
3B	Cluster_13974|Contig1|complementarySeq@925	162.4	3B	624221433
6B	Cluster_1398|Contig3|original@1678	133.1	6A	192365691
4B	Cluster_13987|Contig1|original@1278	133.5	4B	274068348
6B	Cluster_14|Contig1013|original@249	82.2	2A	44682160
2A	Cluster_14|Contig1029|original@98	257.9	2A	249738220
2B	Cluster_14|Contig1043|original@2010	199.9	NA	NA
7A	Cluster_14|Contig1066|original@502	94	NA	NA
6B	Cluster_14|Contig1132|original@131	93.6	NA	NA
2B	Cluster_14|Contig1142|original@126	144.9	NA	NA
7A	Cluster_14|Contig1147|original@683	98.7	7A	28452043
6A	Cluster_14|Contig1149|complementarySeq@241	25.5	6A	6898830
2A	Cluster_14|Contig1154|likelySeq@75	128.8	1A	188094959
4A	Cluster_14|Contig1206|complementarySeq@791	225.6	7A	6706819
2B	Cluster_14|Contig1223|likelySeq@635	52.5	NA	NA
2B	Cluster_14|Contig1223|likelySeq@504	52.3	NA	NA
4B	Cluster_14|Contig127|original@2346	96.5	7B	101075349
5A	Cluster_14|Contig1279|original@608	78	7A	51221854
7A	Cluster_14|Contig1343|original@710	94	NA	NA
7A	Cluster_14|Contig1373|original@268	94	NA	NA
6B	Cluster_14|Contig1384|original@743	86.3	6A	114829934
1B	Cluster_14|Contig1420|complementarySeq@1025	62.8	1B	113674501
1B	Cluster_14|Contig1422|likelySeq@107	62.8	1B	113674501
3B	Cluster_14|Contig1457|original@546	133.8	NA	NA
5B	Cluster_14|Contig1461|complementarySeq@418	187.2	5B	226590901
5B	Cluster_14|Contig1461|likelySeq@418	187.2	5B	226590901
4B	Cluster_14|Contig1468|original@263	89.6	2A	93178231
4B	Cluster_14|Contig1489|original@1261	89.6	NA	NA
4A	Cluster_14|Contig1495|original@1475	59.3	4A	23985907
7B	Cluster_14|Contig1611|original@260	66.9	7B	140750310
2A	Cluster_14|Contig1691|complementarySeq@368	204.3	2B	306789697
6A	Cluster_14|Contig1700|complementarySeq@270	27.2	NA	NA
6B	Cluster_14|Contig1703|original@3564	118.7	6A	158434636
4B	Cluster_14|Contig1704|original@892	89.2	4B	103221268
4A	Cluster_14|Contig1748|likelySeq@438	225.6	7A	6706819
4B	Cluster_14|Contig1786|original@3816	89.6	NA	NA
7A	Cluster_14|Contig1839|original@552	138.1	7A	51221854
4B	Cluster_14|Contig1899|original@562	31.5	4B	3917760
4A	Cluster_14|Contig1937|original@2845	5.1	4B	290864489
6B	Cluster_14|Contig1995|likelySeq@267	36.5	6B	7241855
6A	Cluster_14|Contig2006|original@315	19	6A	6791510
3B	Cluster_14|Contig2028|complementarySeq@217	154.2	NA	NA
2A	Cluster_14|Contig205|original@500	133.4	2A	85717819
6B	Cluster_14|Contig2062|original@3563	118.7	NA	NA
4B	Cluster_14|Contig207|original@181	96.5	NA	NA
5B	Cluster_14|Contig2118|original@1157	159	3B	536796714
4A	Cluster_14|Contig2126|original@2916	5.1	NA	NA
1A	Cluster_14|Contig2207|complementarySeq@397	141.3	1A	234023757
2A	Cluster_14|Contig2221|original@603	112.7	NA	NA
4B	Cluster_14|Contig2245|original@1416	89.6	2A	93178231
7A	Cluster_14|Contig2309|complementarySeq@444	224	7A	164539773
4B	Cluster_14|Contig2389|likelySeq@147	94.2	NA	NA
2A	Cluster_14|Contig2411|original@267	116	2A	93178231
1B	Cluster_14|Contig2488|complementarySeq@451	59.2	1B	114641943
1B	Cluster_14|Contig2488|likelySeq@263	59.2	1B	114641943
7A	Cluster_14|Contig329|complementarySeq@2088	94	NA	NA
7A	Cluster_14|Contig329|likelySeq@2088	94	NA	NA
4B	Cluster_14|Contig334|original@1617	96.5	NA	NA
7A	Cluster_14|Contig340|original@247	96.4	7A	28050689
7A	Cluster_14|Contig350|original@737	98.7	7A	28452043
5B	Cluster_14|Contig387|complementarySeq@126	48.7	NA	NA
4B	Cluster_14|Contig388|complementarySeq@600	124.1	4B	276920176
2B	Cluster_14|Contig402|original@566	199.9	NA	NA
4A	Cluster_14|Contig430|complementarySeq@494	174.6	NA	NA
4B	Cluster_14|Contig504|original@823	89.2	4B	103221268
4B	Cluster_14|Contig542|original@1070	89.6	4B	103221268
4B	Cluster_14|Contig543|original@536	89.6	NA	NA
7B	Cluster_14|Contig580|original@1422	87.2	NA	NA
2B	Cluster_14|Contig589|complementarySeq@325	52.5	2B	11484863
4B	Cluster_14|Contig680|original@443	84.6	3B	642565021
4A	Cluster_14|Contig700|original@435	225.6	NA	NA
7A	Cluster_14|Contig730|original@366	94	NA	NA
4B	Cluster_14|Contig747|original@895	89.6	4B	127416339
7B	Cluster_14|Contig815|likelySeq@631	114	NA	NA
1B	Cluster_14|Contig912|original@809	95.8	1B	129309274
2A	Cluster_140|Contig11|original@82	119.5	2A	91011286
2B	Cluster_140|Contig13|original@260	146.1	2B	124069924
2A	Cluster_140|Contig21|original@417	34.8	2B	12219108
2B	Cluster_140|Contig27|original@298	146.1	2B	124069924
2B	Cluster_140|Contig3|original@1510	146.1	2B	124069924
2A	Cluster_140|Contig30|original@1673	119.5	2A	91011286
7A	Cluster_140|Contig6|complementarySeq@193	140.1	NA	NA
2B	Cluster_140|Contig8|complementarySeq@2184	146.1	2B	124069924
2B	Cluster_140|Contig8|likelySeq@2184	146.1	2B	124069924
7A	Cluster_140|Contig9|original@1274	127.4	7A	40605711
5B	Cluster_14004|Contig1|original@187	130.3	NA	NA
4A	Cluster_14008|Contig2|complementarySeq@214	120.7	4A	171326389
4B	Cluster_1401|Contig1|original@428	131.7	4B	284088711
4B	Cluster_1401|Contig3|original@420	131.7	4B	284088711
4B	Cluster_14018|Contig1|original@268	96.5	NA	NA
3B	Cluster_14025|Contig1|original@556	128	3B	496213195
3B	Cluster_1403|Contig1|original@1229	119.9	3B	467122389
3A	Cluster_1403|Contig3|original@251	95	3A	144034502
2B	Cluster_14044|Contig1|original@486	232.6	2B	325142199
2B	Cluster_1405|Contig1|original@602	144.9	NA	NA
2B	Cluster_1405|Contig3|original@1155	144.9	NA	NA
7A	Cluster_14054|Contig1|original@124	27.5	NA	NA
3A	Cluster_14056|Contig2|original@406	138.2	3A	155195377
1A	Cluster_1406|Contig2|original@89	115.7	1A	221679828
7B	Cluster_14062|Contig1|likelySeq@281	78.5	NA	NA
3B	Cluster_14063|Contig1|likelySeq@767	131.6	3A	153740748
3B	Cluster_14067|Contig1|complementarySeq@979	188.6	3B	694626059
3A	Cluster_14067|Contig1|likelySeq@531	182.3	NA	NA
3A	Cluster_14067|Contig1|likelySeq@457	181.2	NA	NA
3B	Cluster_1408|Contig1|likelySeq@1959	182.1	3B	666651349
6B	Cluster_14088|Contig1|complementarySeq@905	148.1	6B	179568417
6B	Cluster_14088|Contig1|complementarySeq@359	148.3	6B	179568417
2A	Cluster_14089|Contig2|original@724	271.7	2A	252884174
2B	Cluster_14089|Contig3|original@432	293.3	2B	343850692
2A	Cluster_14089|Contig4|original@771	271.7	2A	252888445
2A	Cluster_14089|Contig4|original@1044	271.7	2A	252888445
3B	Cluster_14090|Contig2|original@582	48.6	3B	41881440
2A	Cluster_14091|Contig1|original@109	218.8	2A	240000045
2A	Cluster_14091|Contig1|original@222	218.8	2A	240000045
2A	Cluster_14091|Contig2|original@276	218.8	2A	240000045
1B	Cluster_14098|Contig1|likelySeq@539	124.3	1B	232349001
5B	Cluster_141|Contig1|likelySeq@1519	87.2	5B	183016571
2B	Cluster_14102|Contig2|original@872	160.1	2B	121758188
2A	Cluster_14102|Contig3|original@659	135.5	NA	NA
2A	Cluster_14102|Contig5|original@1624	135.5	NA	NA
7A	Cluster_14103|Contig1|original@708	140.1	7A	74951586
5A	Cluster_14113|Contig1|likelySeq@427	66	NA	NA
2A	Cluster_1413|Contig2|original@1179	106.5	2A	133888974
6B	Cluster_14138|Contig1|original@324	173.2	NA	NA
5B	Cluster_14140|Contig1|original@424	86.3	NA	NA
5A	Cluster_14140|Contig2|complementarySeq@1113	122.5	5A	72678830
5B	Cluster_14140|Contig2|likelySeq@1118	86.3	5A	72678830
4B	Cluster_14149|Contig2|original@369	154.3	NA	NA
4B	Cluster_1416|Contig1|original@257	67.3	4A	132118694
4B	Cluster_1416|Contig2|original@2158	67.3	4B	46276884
4B	Cluster_1416|Contig5|original@406	67.9	4B	46276884
4B	Cluster_1416|Contig7|original@565	67.5	4B	46276884
2A	Cluster_14161|Contig2|original@98	271.4	2B	345093544
2B	Cluster_14161|Contig3|original@171	291.4	2B	345093544
3B	Cluster_1417|Contig3|original@569	175.5	3A	160893111
3A	Cluster_1417|Contig5|original@299	157.3	3A	160893111
3B	Cluster_1417|Contig7|original@660	175.5	3B	649032154
7A	Cluster_14171|Contig2|original@258	150.2	7A	61143105
2B	Cluster_14172|Contig4|original@1305	287.2	NA	NA
2A	Cluster_14172|Contig6|original@337	264.2	NA	NA
3B	Cluster_14199|Contig1|likelySeq@1142	83.7	3B	106798223
3B	Cluster_14199|Contig1|likelySeq@1084	83.7	3B	106798223
2B	Cluster_1420|Contig1|complementarySeq@2025	231.2	2B	306622394
3A	Cluster_14205|Contig1|complementarySeq@2536	245.4	NA	NA
3A	Cluster_14205|Contig1|likelySeq@1492	245.4	NA	NA
7A	Cluster_1421|Contig1|complementarySeq@1122	134	7A	60143982
6A	Cluster_14221|Contig2|original@174	117.7	6B	163370038
6A	Cluster_14227|Contig1|original@253	134.1	NA	NA
7A	Cluster_14236|Contig1|original@367	242.5	NA	NA
1A	Cluster_14244|Contig6|original@437	107.9	NA	NA
6A	Cluster_14247|Contig3|likelySeq@724	122.1	NA	NA
1B	Cluster_14250|Contig1|original@386	70.9	1B	193397324
2A	Cluster_14256|Contig2|original@982	107.5	NA	NA
2A	Cluster_1426|Contig1|original@2899	126	2A	95061424
2A	Cluster_1426|Contig2|original@222	126	2A	95061424
2A	Cluster_1426|Contig3|original@2776	126	2A	95061424
2A	Cluster_1426|Contig5|original@179	125.5	2A	95061424
5B	Cluster_14261|Contig1|original@362	208.4	5B	244299670
1B	Cluster_14266|Contig1|original@382	97.1	1B	166645244
3A	Cluster_14268|Contig2|original@712	95.5	3A	154525923
6B	Cluster_1427|Contig2|original@3109	100.8	NA	NA
1A	Cluster_14274|Contig1|original@346	21.1	1B	5749116
1B	Cluster_14274|Contig2|original@405	13.8	1B	5749116
2A	Cluster_14278|Contig4|original@789	112.9	NA	NA
2B	Cluster_1429|Contig3|original@810	197.1	2B	267345689
6B	Cluster_143|Contig11|original@619	212.9	6A	207700718
5A	Cluster_143|Contig12|original@193	79.2	NA	NA
6B	Cluster_143|Contig17|original@722	212.9	NA	NA
3B	Cluster_143|Contig20|original@1019	239.3	NA	NA
6B	Cluster_143|Contig21|original@165	187.8	6A	203195509
5A	Cluster_143|Contig28|original@175	79.2	NA	NA
6B	Cluster_143|Contig3|original@732	212.9	NA	NA
6B	Cluster_143|Contig32|original@1356	212.9	NA	NA
6B	Cluster_143|Contig33|original@720	212.9	6A	207700718
6B	Cluster_143|Contig34|original@996	212.9	NA	NA
6B	Cluster_143|Contig43|original@1041	212.9	6B	203300408
6B	Cluster_143|Contig47|original@372	212.9	NA	NA
6B	Cluster_143|Contig48|original@750	212.9	NA	NA
6B	Cluster_143|Contig51|original@717	212.9	6A	207700718
6B	Cluster_143|Contig63|original@372	212.9	NA	NA
6B	Cluster_143|Contig66|original@5085	212.9	NA	NA
6B	Cluster_143|Contig68|original@4293	212.9	6A	207700718
6B	Cluster_143|Contig74|original@753	212.9	NA	NA
6B	Cluster_143|Contig78|original@607	212.9	6A	207700718
5A	Cluster_143|Contig8|original@175	79.2	NA	NA
7B	Cluster_14300|Contig2|original@323	189.9	NA	NA
7B	Cluster_14301|Contig1|complementarySeq@565	112.8	NA	NA
3A	Cluster_14303|Contig1|original@1182	53.4	3A	11427591
1B	Cluster_14305|Contig1|original@496	175.2	1B	276490601
2B	Cluster_14310|Contig1|original@439	144.9	NA	NA
6B	Cluster_14323|Contig2|original@958	152.4	6B	180730479
3B	Cluster_1433|Contig3|original@325	162.4	3B	623349010
6B	Cluster_14331|Contig3|original@838	150.3	6B	184137266
3A	Cluster_14334|Contig1|complementarySeq@455	80.5	NA	NA
3B	Cluster_14334|Contig1|likelySeq@384	101.6	NA	NA
3A	Cluster_1434|Contig2|original@554	170.7	3A	167898525
5A	Cluster_14343|Contig2|original@804	318.5	5A	147164078
7A	Cluster_14359|Contig2|likelySeq@3935	174.1	7B	206295975
4A	Cluster_1436|Contig2|original@201	103.2	NA	NA
4B	Cluster_1436|Contig3|original@268	53	4A	138369711
3B	Cluster_1437|Contig2|original@383	6.60000000000002	3B	9404296
3B	Cluster_1437|Contig6|likelySeq@178	134.9	NA	NA
2B	Cluster_14372|Contig2|complementarySeq@2340	246.9	NA	NA
2B	Cluster_14372|Contig2|likelySeq@2340	246.9	NA	NA
2A	Cluster_14377|Contig1|original@2511	109	NA	NA
1A	Cluster_1439|Contig2|original@1458	137	1A	228936101
1B	Cluster_1439|Contig3|original@1478	156.8	1B	266223328
7B	Cluster_14391|Contig2|complementarySeq@173	75.2	7B	70802000
7A	Cluster_14391|Contig2|likelySeq@745	129.2	7B	70802000
7B	Cluster_14391|Contig2|likelySeq@173	75.2	7B	70802000
2B	Cluster_14392|Contig1|original@1294	191.9	2B	276093631
5A	Cluster_14396|Contig1|original@378	280	4B	300557419
4A	Cluster_144|Contig2|original@920	59.3	NA	NA
4A	Cluster_14403|Contig3|original@2551	115.2	4A	169445719
7A	Cluster_14410|Contig2|likelySeq@1084	152.9	7A	79516330
1A	Cluster_14411|Contig1|original@1088	70.8	NA	NA
5A	Cluster_14412|Contig2|original@160	216.3	5A	113893539
5A	Cluster_14438|Contig1|complementarySeq@1342	150.2	5A	94470972
5A	Cluster_14438|Contig1|complementarySeq@1242	150.2	5A	94470972
1B	Cluster_1444|Contig13|original@2596	62.8	1B	89187009
1B	Cluster_1444|Contig17|original@548	62.8	1B	89187009
1B	Cluster_1444|Contig42|original@101	62.8	1B	89187009
2A	Cluster_1444|Contig7|likelySeq@1226	97.4	NA	NA
7B	Cluster_14441|Contig1|original@83	85.4	NA	NA
6A	Cluster_14454|Contig1|original@691	51.3	6A	23272643
1B	Cluster_14459|Contig3|original@598	0.4	NA	NA
4A	Cluster_1446|Contig3|original@1192	92.2	NA	NA
4A	Cluster_1446|Contig4|original@1158	92.2	4A	146446138
3B	Cluster_1447|Contig4|likelySeq@373	182.1	NA	NA
3B	Cluster_1447|Contig4|likelySeq@490	182.1	NA	NA
5B	Cluster_1448|Contig1|original@196	224.6	5B	255375243
5A	Cluster_1448|Contig2|original@516	262.8	NA	NA
2A	Cluster_14483|Contig2|original@591	93.7	2A	178733214
4B	Cluster_1450|Contig1|original@371	148.7	4B	306028980
4B	Cluster_1450|Contig3|original@1875	148.7	4B	306028980
4B	Cluster_1450|Contig3|original@489	148.7	4B	306028980
4A	Cluster_14509|Contig1|original@2717	227.7	NA	NA
4A	Cluster_14509|Contig1|original@2755	228.4	NA	NA
7A	Cluster_14509|Contig2|original@1463	4.2	7A	845792
2A	Cluster_14517|Contig1|complementarySeq@2135	112.4	2A	134372857
2A	Cluster_14517|Contig1|complementarySeq@2641	112.4	2A	134372857
2A	Cluster_14517|Contig1|likelySeq@2641	112.9	2A	134372857
7A	Cluster_14534|Contig1|original@91	113.4	7B	28190603
1A	Cluster_1455|Contig1|original@2368	162.6	NA	NA
1A	Cluster_1455|Contig3|original@976	162.6	NA	NA
1A	Cluster_1455|Contig4|original@957	162.6	1B	276946770
1A	Cluster_1455|Contig5|original@985	162.6	1B	276946770
1A	Cluster_1455|Contig6|original@2353	162.6	NA	NA
1A	Cluster_1455|Contig7|original@312	162.6	1B	276946770
1A	Cluster_1455|Contig8|original@947	162.6	1B	276946770
1A	Cluster_1455|Contig9|original@2341	162.6	NA	NA
3B	Cluster_1456|Contig1|original@294	158.3	3B	443238454
3B	Cluster_1456|Contig1|original@183	158.3	3B	443238454
6A	Cluster_14583|Contig3|original@184	45.7	6A	13412114
6A	Cluster_14583|Contig3|original@293	45.2	6A	13412114
4A	Cluster_1459|Contig3|original@1501	129.6	NA	NA
4A	Cluster_1459|Contig5|original@753	129.6	NA	NA
2B	Cluster_14591|Contig1|original@371	282.1	2B	342064547
6A	Cluster_14595|Contig1|original@372	121.1	6A	185324330
1B	Cluster_14600|Contig1|original@1407	59.2	1B	113247637
2A	Cluster_14601|Contig1|complementarySeq@330	93.7	2B	63269571
6B	Cluster_14604|Contig4|original@1057	1.4	6B	324783
6B	Cluster_14604|Contig4|original@1026	0	6B	324783
6B	Cluster_1461|Contig1|original@121	158.7	6B	187765036
3B	Cluster_1462|Contig2|original@230	64.4	3B	58499772
5B	Cluster_14622|Contig1|original@541	168.3	NA	NA
5B	Cluster_1463|Contig3|original@162	171.6	5A	107520657
5B	Cluster_1463|Contig3|original@81	171.6	5A	107520657
2A	Cluster_14632|Contig1|original@209	141.8	2A	207943578
2A	Cluster_14632|Contig3|original@704	141.8	2A	207943578
3A	Cluster_14640|Contig1|original@304	181.2	3B	693494183
1B	Cluster_14642|Contig4|original@224	121.3	1B	232458164
1B	Cluster_14648|Contig1|likelySeq@2214	59.2	1B	203371087
1B	Cluster_1466|Contig3|original@5691	61.9	1B	48106832
1B	Cluster_1466|Contig3|original@3973	62.8	1B	48106832
3B	Cluster_14668|Contig1|original@531	77.3	6B	82756063
5A	Cluster_1467|Contig1|original@2689	93.3	NA	NA
5B	Cluster_1467|Contig2|original@1020	71.3	NA	NA
5A	Cluster_14674|Contig2|original@1323	93	NA	NA
3B	Cluster_1468|Contig2|original@806	87.2	3B	135878845
6B	Cluster_14685|Contig1|complementarySeq@834	117.3	NA	NA
3B	Cluster_1469|Contig1|original@143	214.9	NA	NA
3B	Cluster_1469|Contig1|original@247	212.8	NA	NA
3B	Cluster_1469|Contig2|original@145	214.9	NA	NA
3B	Cluster_14690|Contig2|original@231	117	3B	442530362
3B	Cluster_14693|Contig1|original@260	12.1	3A	1794231
3B	Cluster_14693|Contig1|original@191	10	3A	1794231
5B	Cluster_14695|Contig2|original@208	186.4	NA	NA
4B	Cluster_14701|Contig1|original@98	67.7	4B	113885184
4B	Cluster_14701|Contig2|original@373	67.7	4B	113885184
2B	Cluster_1471|Contig4|original@32	144.9	2B	249527152
2B	Cluster_1471|Contig6|original@357	170.3	2B	247749173
2A	Cluster_14710|Contig1|original@326	208.8	2A	235293388
2B	Cluster_14710|Contig2|complementarySeq@654	224.8	2B	316376097
2B	Cluster_14710|Contig2|complementarySeq@695	224.8	2B	316376097
6A	Cluster_14718|Contig2|original@218	192.2	6A	203963853
2A	Cluster_1472|Contig1|original@191	230	2B	327008280
6A	Cluster_14723|Contig4|original@99	161.1	NA	NA
2B	Cluster_14726|Contig1|complementarySeq@134	137.5	2B	249659852
2A	Cluster_14726|Contig1|likelySeq@121	107.5	2A	179128040
4B	Cluster_14730|Contig1|original@1195	113.9	NA	NA
4A	Cluster_14730|Contig2|original@689	59.3	NA	NA
6B	Cluster_14732|Contig1|original@537	118.7	6B	157427007
6B	Cluster_14732|Contig3|complementarySeq@302	118.7	NA	NA
6A	Cluster_14732|Contig3|likelySeq@1637	103.8	NA	NA
6B	Cluster_14741|Contig1|original@361	72.3	6B	123279416
6B	Cluster_14742|Contig1|original@667	91.1	6B	105874038
6B	Cluster_14742|Contig3|original@242	91.1	6B	105874038
4B	Cluster_14746|Contig4|original@658	148.7	5A	136395449
7A	Cluster_14751|Contig1|original@335	268.1	NA	NA
1B	Cluster_14758|Contig1|original@1199	228.1	NA	NA
1B	Cluster_14759|Contig3|original@135	38.2	1B	20994169
1B	Cluster_14759|Contig3|original@366	38.2	1B	20994169
2A	Cluster_14764|Contig2|original@205	142.3	NA	NA
2B	Cluster_1477|Contig1|complementarySeq@3276	98.7	NA	NA
2B	Cluster_1477|Contig1|likelySeq@3276	98.7	2B	33141887
7B	Cluster_14787|Contig2|complementarySeq@825	68	7B	113519367
7B	Cluster_14787|Contig2|complementarySeq@820	67.6	7B	113519367
2A	Cluster_14795|Contig2|original@450	125.1	2B	120352983
6A	Cluster_148|Contig4|original@1025	194.7	6A	206038831
6A	Cluster_148|Contig5|original@1051	194.7	6A	206038831
6A	Cluster_148|Contig5|original@633	196.1	6A	206038831
6A	Cluster_148|Contig6|original@979	194.7	6A	206038831
6A	Cluster_148|Contig8|original@612	196.1	6A	206038831
5B	Cluster_14805|Contig2|complementarySeq@421	232.4	5B	258333342
7A	Cluster_14812|Contig1|original@298	169.5	NA	NA
4A	Cluster_1482|Contig1|complementarySeq@726	10.2	4B	295595441
3B	Cluster_14820|Contig3|original@2738	260.3	3B	765253971
2B	Cluster_14825|Contig1|original@308	141.9	NA	NA
2B	Cluster_14830|Contig2|likelySeq@1007	232.6	2B	325171238
3B	Cluster_14843|Contig1|original@280	101.6	3A	125084542
7B	Cluster_14853|Contig2|complementarySeq@2319	99.4	7B	193055492
7A	Cluster_14853|Contig2|likelySeq@639	154.9	7A	119299995
2B	Cluster_1486|Contig1|likelySeq@308	141.3	2B	158838449
2B	Cluster_1486|Contig1|likelySeq@286	141.9	2B	158838449
